-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 03/08/2019 through 11/08/2020 in LST
Location: Latitude  51.0662   Longitude -114.0936 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1289.78 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                 MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/hour) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                  MERRA-2 Wind Direction at 10 Meters (Degrees) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB         CERES SYN1deg All Sky Surface Albedo (dimensionless) 
PS                     MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface Total PAR (Wh/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface Total PAR (Wh/m^2) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
SZA                    CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_UVA         CERES SYN1deg All Sky Surface UVA Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,T2MDEW,T2MWET,RH2M,PRECTOTCORR,WS10M,WD10M,CLOUD_AMT,ALLSKY_KT,ALLSKY_SRF_ALB,PS,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,QV2M,SZA,ALLSKY_SFC_UVA
2020,7,26,13,819.1,823.05,1004.31,68.91,23.51,8.79,16.15,39.17,0.0,1.62,55.3,19.93,0.79,0.18,87.73,367.1,365.85,8.09,38.11,50.04
2020,7,26,14,720.08,722.08,940.47,65.02,23.62,9.06,16.34,39.56,0.0,1.76,68.0,2.1,0.78,0.15,87.7,323.88,322.24,8.23,45.28,43.17
2020,7,26,15,586.45,588.65,901.45,61.93,23.28,9.45,16.37,41.45,0.0,2.0,81.4,4.19,0.75,0.14,87.68,264.4,263.68,8.45,53.84,34.04
2020,7,26,16,430.83,432.8,837.18,55.95,22.46,9.97,16.21,45.04,0.0,2.25,93.8,3.47,0.72,0.13,87.67,194.08,194.17,8.74,63.02,23.53
2020,7,26,17,265.8,267.27,725.65,47.41,21.05,11.22,16.13,53.46,0.0,2.13,103.8,2.75,0.66,0.14,87.68,118.77,119.28,9.52,72.31,13.05
2020,7,26,18,110.5,111.15,485.61,32.24,18.02,12.81,15.42,71.62,0.0,1.73,114.9,2.03,0.55,0.18,87.69,47.25,47.64,10.57,81.32,4.76
2020,7,26,19,8.8,8.82,58.14,8.57,14.79,11.7,13.24,81.8,0.0,2.1,129.4,1.31,0.33,0.18,87.72,3.2,3.2,9.82,88.86,0.41
2020,7,26,20,0.0,0.0,0.0,0.0,13.75,11.1,12.42,84.05,0.0,2.22,149.4,0.6,-999.0,-999.0,87.72,0.0,0.0,9.43,90.0,0.0
2020,7,26,21,0.0,0.0,0.0,0.0,12.83,10.61,11.72,86.41,0.0,2.21,173.0,0.98,-999.0,-999.0,87.71,0.0,0.0,9.13,90.0,0.0
2020,7,26,22,0.0,0.0,0.0,0.0,11.95,10.02,10.99,88.05,0.0,2.32,192.7,0.6,-999.0,-999.0,87.68,0.0,0.0,8.78,90.0,0.0
2020,7,26,23,0.0,0.0,0.0,0.0,11.37,9.32,10.35,87.31,0.0,2.44,206.3,0.6,-999.0,-999.0,87.65,0.0,0.0,8.38,90.0,0.0
2020,7,27,0,0.0,0.0,0.0,0.0,10.92,8.63,9.77,85.86,0.01,2.49,215.7,1.79,-999.0,-999.0,87.61,0.0,0.0,8.0,90.0,0.0
2020,7,27,1,0.0,0.0,0.0,0.0,10.53,8.04,9.29,84.58,0.01,2.47,224.5,1.66,-999.0,-999.0,87.57,0.0,0.0,7.68,90.0,0.0
2020,7,27,2,0.0,0.0,0.0,0.0,10.17,7.58,8.88,84.03,0.01,2.44,233.2,2.79,-999.0,-999.0,87.55,0.0,0.0,7.45,90.0,0.0
2020,7,27,3,0.0,0.0,0.0,0.0,10.0,7.28,8.64,83.26,0.0,2.45,241.4,9.34,-999.0,-999.0,87.52,0.0,0.0,7.3,90.0,0.0
2020,7,27,4,32.88,33.33,227.98,17.51,10.96,7.84,9.4,81.05,0.0,2.38,249.0,6.76,0.43,0.21,87.5,12.57,12.69,7.58,86.64,1.39
2020,7,27,5,169.18,169.43,627.71,39.09,14.75,9.08,11.92,68.69,0.0,2.14,254.5,1.23,0.62,0.2,87.47,73.27,73.43,8.24,78.02,7.51
2020,7,27,6,329.67,330.67,786.32,50.83,17.41,9.1,13.25,58.15,0.0,1.89,247.2,3.13,0.69,0.08,87.45,147.43,147.5,8.27,68.87,16.79
2020,7,27,7,492.8,493.2,882.17,54.02,20.5,10.27,15.39,51.8,0.0,1.57,221.6,1.2,0.74,0.08,87.43,221.78,220.8,8.94,59.59,27.54
2020,7,27,8,640.08,641.58,921.87,62.88,23.46,10.21,16.84,43.09,0.0,1.89,209.1,1.79,0.76,0.12,87.42,288.12,286.73,8.91,50.59,37.57
2020,7,27,9,759.75,760.9,952.76,65.29,25.07,10.46,17.77,39.82,0.0,2.0,195.1,1.19,0.78,0.14,87.4,342.12,339.86,9.07,42.48,45.96
2020,7,27,10,841.03,842.6,976.68,62.03,26.23,10.66,18.44,37.68,0.0,2.13,181.9,0.64,0.79,0.14,87.36,378.33,375.69,9.2,36.17,51.64
2020,7,27,11,877.78,878.2,986.6,60.99,27.06,10.81,18.93,36.25,0.0,2.25,173.1,0.6,0.79,0.13,87.31,395.57,392.25,9.3,32.92,54.35
2020,7,27,12,866.25,868.2,980.38,61.71,27.59,10.95,19.27,35.5,0.0,2.33,166.1,0.87,0.79,0.13,87.25,390.95,388.34,9.4,33.73,53.67
2020,7,27,13,809.65,810.38,967.96,60.48,27.94,10.99,19.46,34.83,0.0,2.43,160.0,0.6,0.78,0.13,87.18,366.61,363.8,9.42,38.32,49.73
2020,7,27,14,710.08,710.78,937.06,58.87,27.98,10.97,19.47,34.72,0.0,2.59,154.8,0.6,0.77,0.13,87.11,323.02,320.8,9.42,45.47,42.9
2020,7,27,15,577.53,578.05,898.57,55.71,27.46,11.39,19.43,36.82,0.02,2.74,148.6,0.6,0.75,0.14,87.05,263.93,262.42,9.7,54.02,33.84
2020,7,27,16,421.83,422.33,831.27,52.24,26.18,12.9,19.54,43.9,0.29,2.71,143.0,0.55,0.71,0.15,87.0,193.33,192.7,10.74,63.19,23.3
2020,7,27,17,257.83,258.2,711.28,45.0,24.13,14.25,19.19,54.16,0.28,2.42,147.2,0.51,0.65,0.16,86.96,117.35,117.35,11.74,72.48,12.78
2020,7,27,18,104.43,104.6,450.11,30.56,20.77,14.31,17.54,66.42,0.03,2.39,157.4,0.47,0.54,0.2,86.95,45.58,45.75,11.74,81.51,4.58
2020,7,27,19,7.55,7.55,55.96,7.88,17.64,12.52,15.08,71.92,0.0,2.66,171.4,0.43,0.31,0.18,86.96,2.87,2.87,10.45,88.95,0.37
2020,7,27,20,0.0,0.0,0.0,0.0,16.25,11.84,14.05,75.17,0.0,2.7,186.4,0.39,-999.0,-999.0,86.94,0.0,0.0,10.0,90.0,0.0
2020,7,27,21,0.0,0.0,0.0,0.0,15.34,11.32,13.33,77.03,0.0,2.72,203.2,2.93,-999.0,-999.0,86.9,0.0,0.0,9.67,90.0,0.0
2020,7,27,22,0.0,0.0,0.0,0.0,14.61,10.82,12.71,78.05,0.0,2.76,218.1,2.38,-999.0,-999.0,86.87,0.0,0.0,9.35,90.0,0.0
2020,7,27,23,0.0,0.0,0.0,0.0,14.23,10.24,12.23,76.98,0.0,2.75,231.2,2.38,-999.0,-999.0,86.83,0.0,0.0,9.0,90.0,0.0
2020,7,28,0,0.0,0.0,0.0,0.0,13.8,9.74,11.77,76.5,0.0,2.79,243.2,2.38,-999.0,-999.0,86.78,0.0,0.0,8.7,90.0,0.0
2020,7,28,1,0.0,0.0,0.0,0.0,13.4,9.26,11.33,75.96,0.0,2.85,253.9,1.95,-999.0,-999.0,86.74,0.0,0.0,8.42,90.0,0.0
2020,7,28,2,0.0,0.0,0.0,0.0,13.15,8.9,11.03,75.36,0.0,2.87,261.6,4.76,-999.0,-999.0,86.71,0.0,0.0,8.22,90.0,0.0
2020,7,28,3,0.0,0.0,0.0,0.0,13.03,8.7,10.87,74.93,0.0,2.89,263.0,10.79,-999.0,-999.0,86.69,0.0,0.0,8.11,90.0,0.0
2020,7,28,4,30.25,30.6,216.54,16.88,14.12,8.99,11.55,71.15,0.0,2.91,261.5,7.86,0.41,0.2,86.68,11.6,11.73,8.27,86.8,1.32
2020,7,28,5,163.57,164.05,589.44,40.82,16.87,10.21,13.54,64.73,0.0,2.77,259.4,2.34,0.61,0.2,86.66,70.85,71.12,8.98,78.19,7.3
2020,7,28,6,323.1,325.27,756.94,55.75,19.62,10.82,15.22,56.75,0.0,2.96,255.9,3.58,0.68,0.11,86.65,144.35,145.01,9.36,69.04,16.44
2020,7,28,7,486.17,486.58,861.62,58.95,22.67,12.49,17.58,52.55,0.0,2.41,252.6,1.2,0.73,0.09,86.65,218.92,218.03,10.46,59.76,27.09
2020,7,28,8,633.4,634.83,902.87,69.02,25.77,12.36,19.07,43.3,0.0,2.3,265.5,1.79,0.76,0.12,86.64,285.28,283.97,10.38,50.77,37.04
2020,7,28,9,754.45,754.45,949.91,64.0,27.54,11.93,19.73,38.0,0.0,2.2,276.3,0.0,0.78,0.14,86.63,339.72,337.07,10.11,42.68,45.4
2020,7,28,10,833.38,838.3,935.99,83.86,28.58,11.59,20.09,34.95,0.01,2.2,282.9,2.99,0.78,0.15,86.61,374.58,373.57,9.88,36.38,51.03
2020,7,28,11,860.72,875.53,943.38,102.62,29.15,11.51,20.33,33.64,0.05,2.1,288.9,11.59,0.78,0.18,86.6,385.2,388.85,9.83,33.15,52.98
2020,7,28,12,818.47,866.03,803.07,204.77,29.39,11.7,20.55,33.58,0.16,1.95,295.2,34.25,0.75,0.18,86.6,366.57,384.85,9.95,33.96,50.52
2020,7,28,13,725.2,809.8,756.16,168.1,29.28,11.96,20.62,34.4,0.27,1.59,299.3,31.75,0.7,0.18,86.6,324.03,360.25,10.13,38.53,44.65
2020,7,28,14,617.1,711.83,622.55,212.39,28.95,12.72,20.83,37.12,0.23,1.28,302.0,51.07,0.67,0.19,86.58,275.61,317.03,10.73,45.67,37.49
2020,7,28,15,532.88,578.55,637.29,171.19,29.12,12.94,21.03,37.33,0.18,1.21,306.6,43.38,0.69,0.19,86.57,238.6,257.8,10.9,54.21,31.17
2020,7,28,16,383.4,421.33,582.54,129.97,28.29,13.06,20.67,39.56,0.19,1.15,312.5,36.14,0.65,0.17,86.56,171.42,187.45,11.01,63.38,21.28
2020,7,28,17,230.43,255.38,490.35,84.4,26.5,14.3,20.4,47.73,0.09,1.19,315.0,29.91,0.59,0.18,86.56,101.63,112.2,11.97,72.67,11.64
2020,7,28,18,91.0,100.35,313.12,43.13,23.73,17.61,20.67,69.13,0.01,1.17,317.1,25.7,0.48,0.19,86.58,38.26,41.92,14.72,81.69,4.18
2020,7,28,19,6.4,6.68,27.98,8.05,21.23,14.34,17.79,64.87,0.0,1.9,293.2,18.17,0.29,0.17,86.62,2.38,2.48,11.84,89.05,0.33
2020,7,28,20,0.0,0.0,0.0,0.0,18.61,13.82,16.21,73.71,0.01,2.73,281.0,10.63,-999.0,-999.0,86.65,0.0,0.0,11.43,90.0,0.0
2020,7,28,21,0.0,0.0,0.0,0.0,17.19,12.88,15.04,75.87,0.02,2.75,279.2,8.46,-999.0,-999.0,86.68,0.0,0.0,10.75,90.0,0.0
2020,7,28,22,0.0,0.0,0.0,0.0,17.03,11.78,14.41,71.2,0.0,3.05,275.1,21.28,-999.0,-999.0,86.71,0.0,0.0,9.98,90.0,0.0
2020,7,28,23,0.0,0.0,0.0,0.0,16.04,11.01,13.52,72.08,0.0,2.91,272.8,11.69,-999.0,-999.0,86.74,0.0,0.0,9.48,90.0,0.0
2020,7,29,0,0.0,0.0,0.0,0.0,15.21,10.31,12.76,72.44,0.0,2.88,272.0,18.14,-999.0,-999.0,86.75,0.0,0.0,9.03,90.0,0.0
2020,7,29,1,0.0,0.0,0.0,0.0,14.5,9.93,12.21,73.94,0.0,2.82,273.9,16.62,-999.0,-999.0,86.78,0.0,0.0,8.8,90.0,0.0
2020,7,29,2,0.0,0.0,0.0,0.0,13.85,9.72,11.78,76.04,0.0,2.82,277.3,72.13,-999.0,-999.0,86.84,0.0,0.0,8.67,90.0,0.0
2020,7,29,3,0.0,0.0,0.0,0.0,13.38,9.68,11.53,78.18,0.0,2.79,280.7,69.09,-999.0,-999.0,86.89,0.0,0.0,8.64,90.0,0.0
2020,7,29,4,19.75,25.55,65.93,19.05,13.88,10.1,11.99,77.89,0.0,2.61,283.7,63.29,0.28,0.17,86.93,7.69,9.7,8.89,86.97,1.02
2020,7,29,5,119.15,150.62,277.66,64.36,16.63,10.83,13.73,68.51,0.0,2.57,286.7,56.07,0.45,0.18,86.97,50.11,62.91,9.33,78.37,5.86
2020,7,29,6,252.18,311.85,455.68,100.48,19.13,11.33,15.23,60.49,0.0,2.45,298.2,50.49,0.54,0.16,87.01,109.5,135.22,9.64,69.22,13.25
2020,7,29,7,392.12,477.58,596.86,121.55,21.95,11.99,16.97,53.11,0.0,2.29,307.9,44.7,0.59,0.16,87.05,172.03,209.7,10.07,59.94,21.88
2020,7,29,8,610.17,627.25,757.51,135.38,24.17,12.26,18.21,47.32,0.01,1.58,307.3,14.45,0.73,0.16,87.07,270.91,276.6,10.26,50.96,35.24
2020,7,29,9,745.15,747.35,880.44,105.77,26.03,12.27,19.15,42.4,0.01,0.76,303.7,2.38,0.77,0.14,87.07,331.4,330.05,10.27,42.87,44.03
2020,7,29,10,817.55,828.42,886.31,108.16,27.44,11.92,19.68,38.22,0.02,0.14,236.3,3.78,0.77,0.13,87.06,364.28,366.45,10.06,36.6,49.22
2020,7,29,11,860.03,870.92,904.11,109.55,28.28,11.67,19.98,35.81,0.02,0.58,140.6,5.91,0.78,0.16,87.04,384.02,385.75,9.9,33.39,52.46
2020,7,29,12,853.2,862.4,922.94,100.38,28.78,11.37,20.08,34.09,0.02,1.08,138.4,5.18,0.78,0.16,87.03,381.12,382.15,9.7,34.19,52.03
2020,7,29,13,794.12,806.17,874.92,118.96,28.99,11.07,20.03,33.02,0.01,1.38,135.3,10.86,0.77,0.16,87.03,355.01,357.82,9.51,38.75,48.0
2020,7,29,14,664.03,708.05,745.18,178.16,28.92,10.97,19.94,32.91,0.01,1.54,130.0,33.97,0.72,0.17,87.03,296.55,314.65,9.44,45.87,39.71
2020,7,29,15,475.17,575.05,532.43,173.54,28.34,11.44,19.89,35.15,0.01,1.8,119.5,48.49,0.62,0.17,87.04,212.21,255.85,9.75,54.4,28.27
2020,7,29,16,329.52,417.7,476.68,137.71,27.15,13.05,20.1,42.0,0.01,1.81,109.7,52.41,0.56,0.17,87.07,146.92,185.6,10.87,63.56,18.87
2020,7,29,17,191.15,251.1,321.29,99.79,25.47,14.66,20.06,51.57,0.06,1.45,106.1,57.02,0.49,0.17,87.12,84.22,109.87,12.09,72.86,10.22
2020,7,29,18,70.8,95.88,141.15,44.72,21.88,17.22,19.55,75.14,0.12,1.18,106.7,62.21,0.38,0.17,87.18,30.01,39.65,14.2,81.89,3.55
2020,7,29,19,4.57,5.82,12.72,6.58,19.51,15.32,17.42,77.11,0.17,1.23,110.9,68.27,0.23,0.16,87.25,1.7,2.15,12.57,89.15,0.25
2020,7,29,20,0.0,0.0,0.0,0.0,19.74,14.14,16.94,70.47,0.13,0.43,146.3,72.5,-999.0,-999.0,87.3,0.0,0.0,11.64,90.0,0.0
2020,7,29,21,0.0,0.0,0.0,0.0,18.66,13.87,16.26,73.94,0.04,1.17,264.1,77.17,-999.0,-999.0,87.35,0.0,0.0,11.41,90.0,0.0
2020,7,29,22,0.0,0.0,0.0,0.0,16.57,13.45,15.01,82.13,0.01,2.17,279.0,68.91,-999.0,-999.0,87.39,0.0,0.0,11.1,90.0,0.0
2020,7,29,23,0.0,0.0,0.0,0.0,14.96,12.91,13.93,87.82,0.0,2.42,289.6,59.7,-999.0,-999.0,87.43,0.0,0.0,10.7,90.0,0.0
2020,7,30,0,0.0,0.0,0.0,0.0,14.38,12.25,13.32,87.31,0.0,2.39,295.5,43.57,-999.0,-999.0,87.46,0.0,0.0,10.24,90.0,0.0
2020,7,30,1,0.0,0.0,0.0,0.0,13.95,11.35,12.65,84.49,0.0,2.45,296.1,22.89,-999.0,-999.0,87.49,0.0,0.0,9.63,90.0,0.0
2020,7,30,2,0.0,0.0,0.0,0.0,13.62,10.3,11.96,80.47,0.0,2.54,292.9,31.26,-999.0,-999.0,87.53,0.0,0.0,8.97,90.0,0.0
2020,7,30,3,0.0,0.0,0.0,0.0,13.17,9.42,11.29,77.94,0.0,2.59,290.6,41.98,-999.0,-999.0,87.57,0.0,0.0,8.43,90.0,0.0
2020,7,30,4,19.2,23.12,69.49,17.74,13.57,9.25,11.41,75.07,0.0,2.52,291.2,42.96,0.29,0.17,87.6,7.32,8.75,8.33,87.13,0.96
2020,7,30,5,111.4,142.62,284.77,60.64,16.19,9.89,13.04,66.23,0.0,2.41,297.7,45.84,0.43,0.18,87.64,45.6,58.03,8.7,78.56,5.32
2020,7,30,6,229.1,299.08,406.73,94.95,18.89,10.22,14.55,57.09,0.0,2.43,321.7,46.93,0.49,0.13,87.68,97.35,126.68,8.89,69.39,11.78
2020,7,30,7,352.55,459.85,491.38,126.12,21.32,11.86,16.59,54.9,0.01,2.51,349.4,47.19,0.54,0.13,87.71,152.17,198.15,9.94,60.12,19.49
2020,7,30,8,539.0,611.88,483.65,224.55,23.19,12.59,17.89,51.5,0.02,2.05,2.5,45.25,0.65,0.14,87.72,237.2,266.02,10.45,51.15,31.17
2020,7,30,9,699.3,733.22,658.09,209.61,24.53,12.75,18.64,48.02,0.09,1.67,24.1,25.06,0.72,0.14,87.73,307.67,320.08,10.56,43.08,40.8
2020,7,30,10,786.3,823.38,710.67,208.16,25.56,12.92,19.24,45.71,0.24,1.61,51.3,24.99,0.74,0.15,87.73,348.08,361.65,10.69,36.83,47.0
2020,7,30,11,834.05,866.38,817.76,164.35,26.25,13.11,19.68,44.44,0.43,1.9,69.4,16.51,0.76,0.16,87.72,371.12,382.37,10.83,33.63,50.73
2020,7,30,12,679.62,858.33,483.88,280.74,26.66,13.32,19.99,44.05,0.62,2.28,77.3,61.12,0.62,0.17,87.71,302.75,379.6,11.0,34.44,42.69
2020,7,30,13,577.3,801.3,360.78,299.97,26.5,13.48,19.99,44.91,0.9,2.59,79.8,77.66,0.56,0.17,87.71,257.62,355.56,11.11,38.98,36.65
2020,7,30,14,461.0,702.08,304.63,250.22,25.98,13.72,19.85,47.02,1.1,2.87,80.6,86.33,0.5,0.17,87.72,205.57,312.7,11.28,46.08,29.52
2020,7,30,15,353.58,569.05,242.46,217.09,25.11,14.02,19.57,50.52,1.11,3.06,81.9,84.88,0.46,0.17,87.72,159.07,254.52,11.51,54.6,22.54
2020,7,30,16,244.35,411.05,177.12,172.95,24.0,14.43,19.21,55.26,0.98,3.03,85.3,86.64,0.42,0.16,87.74,111.1,183.9,11.78,63.76,15.32
2020,7,30,17,138.38,244.5,107.16,102.49,22.55,15.1,18.82,62.86,0.66,2.64,88.7,89.12,0.36,0.15,87.75,63.07,108.18,12.28,73.05,8.36
2020,7,30,18,50.53,91.88,50.72,40.28,20.15,16.37,18.26,78.91,0.56,1.57,94.0,91.92,0.28,0.15,87.78,22.6,38.7,13.31,82.09,2.9
2020,7,30,19,3.45,5.15,3.67,4.72,17.57,16.02,16.8,90.6,0.72,1.54,107.4,93.42,0.2,0.16,87.8,1.35,1.98,13.0,89.24,0.2
2020,7,30,20,0.0,0.0,0.0,0.0,16.9,15.61,16.26,92.01,0.87,1.4,131.5,95.89,-999.0,-999.0,87.81,0.0,0.0,12.65,90.0,0.0
2020,7,30,21,0.0,0.0,0.0,0.0,16.2,15.24,15.72,94.01,0.89,1.49,157.1,76.92,-999.0,-999.0,87.81,0.0,0.0,12.36,90.0,0.0
2020,7,30,22,0.0,0.0,0.0,0.0,15.5,14.96,15.23,96.5,0.78,1.69,173.2,72.22,-999.0,-999.0,87.81,0.0,0.0,12.13,90.0,0.0
2020,7,30,23,0.0,0.0,0.0,0.0,15.06,14.74,14.9,97.96,0.72,1.95,180.3,63.7,-999.0,-999.0,87.8,0.0,0.0,11.97,90.0,0.0
2020,7,31,0,0.0,0.0,0.0,0.0,14.91,14.54,14.72,97.67,0.8,2.16,184.5,86.31,-999.0,-999.0,87.8,0.0,0.0,11.82,90.0,0.0
2020,7,31,1,0.0,0.0,0.0,0.0,14.97,14.4,14.68,96.31,0.99,2.25,187.7,58.96,-999.0,-999.0,87.79,0.0,0.0,11.7,90.0,0.0
2020,7,31,2,0.0,0.0,0.0,0.0,14.68,14.2,14.44,96.89,0.86,2.17,187.9,58.09,-999.0,-999.0,87.81,0.0,0.0,11.55,90.0,0.0
2020,7,31,3,0.0,0.0,0.0,0.0,14.27,14.05,14.16,98.58,0.76,2.09,184.4,41.68,-999.0,-999.0,87.83,0.0,0.0,11.44,90.0,0.0
2020,7,31,4,17.83,21.75,69.48,17.35,14.61,14.15,14.38,97.12,0.68,2.08,180.6,43.68,0.28,0.17,87.84,7.05,8.53,11.52,87.28,0.91
2020,7,31,5,110.2,141.38,322.96,53.68,16.41,14.8,15.6,90.11,0.48,2.47,177.0,45.7,0.43,0.18,87.84,47.02,60.29,12.0,78.74,5.36
2020,7,31,6,230.5,298.77,483.27,76.82,18.2,15.22,16.71,82.72,0.65,3.11,162.6,46.32,0.5,0.16,87.83,101.61,132.0,12.34,69.57,12.18
2020,7,31,7,354.33,460.45,551.36,105.71,20.16,15.11,17.63,72.72,0.65,3.79,159.8,47.46,0.54,0.16,87.82,157.27,205.62,12.26,60.3,19.94
2020,7,31,8,494.95,608.05,487.52,197.47,22.01,14.91,18.46,64.05,0.67,3.83,157.4,51.48,0.6,0.16,87.79,224.9,272.47,12.1,51.33,30.07
2020,7,31,9,587.08,728.0,532.36,226.2,23.65,14.7,19.18,57.31,0.59,3.78,152.2,57.76,0.61,0.16,87.77,267.2,326.6,11.96,43.28,36.73
2020,7,31,10,663.85,810.72,594.56,218.35,24.88,14.58,19.73,52.86,0.58,3.84,144.3,52.84,0.63,0.16,87.74,300.12,363.92,11.88,37.06,41.76
2020,7,31,11,782.25,844.55,677.69,245.7,25.63,14.59,20.11,50.58,0.72,4.04,136.7,47.15,0.71,0.16,87.71,351.32,376.92,11.89,33.88,48.14
2020,7,31,12,713.88,836.0,715.82,154.74,25.94,14.69,20.32,49.98,0.82,4.28,131.2,36.78,0.66,0.16,87.7,319.65,373.35,11.97,34.68,44.14
2020,7,31,13,731.7,785.28,646.47,242.98,25.9,14.71,20.31,50.1,0.75,4.4,127.9,44.5,0.71,0.16,87.68,327.43,349.11,11.97,39.21,44.4
2020,7,31,14,622.03,687.03,580.82,230.56,25.71,14.63,20.17,50.45,0.64,4.42,125.7,46.44,0.68,0.16,87.67,278.68,305.32,11.92,46.29,37.08
2020,7,31,15,507.0,553.65,564.07,169.39,25.33,14.59,19.96,51.45,0.67,4.38,125.0,35.68,0.67,0.16,87.64,226.4,245.57,11.89,54.8,29.15
2020,7,31,16,359.05,394.83,411.86,198.89,24.62,14.61,19.61,53.66,0.48,4.17,123.8,84.54,0.62,0.19,87.62,159.58,174.68,11.89,63.96,19.92
2020,7,31,17,204.68,230.38,269.53,131.87,23.38,15.07,19.23,59.59,0.33,3.57,118.3,84.6,0.54,0.17,87.62,89.93,99.98,12.26,73.25,10.75
2020,7,31,18,72.97,82.5,119.68,55.8,20.94,15.89,18.42,72.85,0.22,2.5,114.6,84.59,0.41,0.17,87.62,31.05,33.79,12.92,82.3,3.82
2020,7,31,19,4.22,4.15,4.93,6.13,18.49,15.55,17.02,82.94,0.14,2.42,117.5,85.63,0.27,0.16,87.64,1.62,1.62,12.63,89.33,0.23
2020,7,31,20,0.0,0.0,0.0,0.0,17.42,15.19,16.3,86.7,0.11,2.3,126.9,85.18,-999.0,-999.0,87.64,0.0,0.0,12.34,90.0,0.0
2020,7,31,21,0.0,0.0,0.0,0.0,16.61,14.81,15.71,89.06,0.07,2.13,140.3,64.61,-999.0,-999.0,87.64,0.0,0.0,12.04,90.0,0.0
2020,7,31,22,0.0,0.0,0.0,0.0,16.02,14.41,15.21,90.12,0.12,2.05,151.2,85.62,-999.0,-999.0,87.65,0.0,0.0,11.73,90.0,0.0
2020,7,31,23,0.0,0.0,0.0,0.0,15.48,14.02,14.75,90.92,0.11,2.01,155.0,56.01,-999.0,-999.0,87.65,0.0,0.0,11.43,90.0,0.0
2020,8,1,0,0.0,0.0,0.0,0.0,15.11,13.67,14.39,90.99,0.14,2.14,155.1,80.47,-999.0,-999.0,87.64,0.0,0.0,11.17,90.0,0.0
2020,8,1,1,0.0,0.0,0.0,0.0,14.75,13.4,14.08,91.52,0.23,2.06,158.9,89.36,-999.0,-999.0,87.61,0.0,0.0,10.98,90.0,0.0
2020,8,1,2,0.0,0.0,0.0,0.0,14.18,13.15,13.67,93.46,2.59,1.76,164.1,73.29,-999.0,-999.0,87.58,0.0,0.0,10.81,90.0,0.0
2020,8,1,3,0.0,0.0,0.0,0.0,14.05,13.31,13.68,95.11,30.34,1.66,168.9,93.86,-999.0,-999.0,87.56,0.0,0.0,10.91,90.0,0.0
2020,8,1,4,15.88,18.62,12.78,18.85,14.58,13.8,14.19,95.02,121.58,1.5,177.7,90.94,0.27,0.16,87.59,6.65,7.5,11.28,87.44,0.89
2020,8,1,5,107.62,130.43,95.18,85.25,15.0,14.33,14.67,95.65,123.39,1.78,148.8,85.77,0.42,0.17,87.58,47.65,55.75,11.67,78.93,5.83
2020,8,1,6,238.1,284.38,171.86,182.3,15.25,14.55,14.9,95.48,49.27,2.75,129.0,84.84,0.52,0.19,87.51,107.3,126.08,11.85,69.76,13.28
2020,8,1,7,378.42,444.75,287.12,244.81,15.83,14.88,15.36,93.98,13.3,2.9,137.2,83.67,0.58,0.19,87.56,171.47,199.53,12.1,60.48,22.12
2020,8,1,8,502.05,593.75,321.26,292.34,16.91,15.22,16.06,89.65,0.4,2.53,148.8,82.73,0.61,0.19,87.61,227.85,267.57,12.36,51.53,30.41
2020,8,1,9,604.3,715.85,408.31,303.17,18.71,15.5,17.11,81.5,0.31,3.03,156.2,69.81,0.63,0.19,87.6,273.87,323.14,12.59,43.49,37.4
2020,8,1,10,771.62,800.2,762.84,182.83,21.01,15.48,18.24,70.57,0.27,3.3,154.5,30.4,0.73,0.19,87.54,348.37,361.28,12.58,37.29,47.58
