-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 03/08/2019 through 11/08/2020 in LST
Location: Latitude  51.066   Longitude -114.0937 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1289.78 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/hour) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_UV_INDEX,T2M,RH2M,PS,T2MDEW,WS10M,WD10M,PRECTOTCORR
2020,4,29,7,1.45,11.2,44.76,87.18,-0.36,0.57,132.1,0.01
2020,4,29,8,2.78,13.66,37.97,87.13,-0.4,2.21,134.5,0.03
2020,4,29,9,4.43,15.16,36.04,87.07,0.23,2.86,148.9,0.03
2020,4,29,10,5.25,16.69,34.99,86.97,1.17,3.21,153.8,0.03
2020,4,29,11,5.0,17.46,36.41,86.87,2.38,3.31,157.6,0.19
2020,4,29,12,4.47,17.68,39.08,86.76,3.6,3.28,161.0,0.62
2020,4,29,13,3.88,18.27,40.32,86.67,4.59,3.06,168.1,0.44
2020,4,29,14,2.65,18.63,41.05,86.57,5.16,2.88,178.6,0.18
2020,4,29,15,1.45,18.49,42.6,86.48,5.57,2.75,188.6,0.07
2020,4,29,16,0.6,17.24,51.4,86.46,7.1,2.53,201.6,0.6
2020,4,29,17,0.15,13.67,69.2,86.45,8.12,2.54,208.7,0.53
2020,4,29,18,0.03,11.58,76.63,86.42,7.62,2.65,215.0,0.39
2020,4,29,19,0.0,9.14,85.19,86.4,6.8,2.74,230.3,0.23
2020,4,29,20,0.0,8.04,87.14,86.37,6.05,2.99,239.7,0.03
2020,4,29,21,0.0,7.25,89.36,86.33,5.63,3.07,247.0,0.04
2020,4,29,22,0.0,6.97,90.1,86.3,5.47,3.21,252.8,0.11
2020,4,29,23,0.0,6.94,89.72,86.29,5.4,3.36,255.0,0.16
2020,4,30,0,0.0,6.27,92.78,86.27,5.21,3.16,253.3,0.25
2020,4,30,1,0.0,5.31,97.92,86.26,5.02,3.03,249.5,0.34
2020,4,30,2,0.0,5.02,99.28,86.25,4.92,3.12,246.8,0.38
2020,4,30,3,0.0,5.11,98.47,86.23,4.91,3.04,246.0,0.34
2020,4,30,4,0.0,5.31,97.37,86.18,4.95,2.95,245.3,0.28
2020,4,30,5,0.08,7.01,90.92,86.14,5.65,2.84,245.0,0.26
2020,4,30,6,0.45,9.44,81.71,86.13,6.5,3.25,246.0,0.21
2020,4,30,7,1.33,12.27,70.08,86.12,6.97,3.42,251.1,1.21
2020,4,30,8,2.58,14.22,55.1,86.12,5.3,4.31,262.5,0.85
2020,4,30,9,4.2,14.6,44.51,86.14,2.62,5.01,269.8,0.57
2020,4,30,10,5.2,15.17,36.44,86.15,0.35,5.47,272.5,0.4
2020,4,30,11,5.15,15.66,30.59,86.15,-1.63,5.87,273.4,0.17
2020,4,30,12,4.47,15.81,26.84,86.15,-3.22,6.09,276.2,0.05
2020,4,30,13,3.62,15.37,25.09,86.17,-4.4,5.95,283.2,0.02
2020,4,30,14,2.45,14.96,24.47,86.19,-5.03,5.8,290.9,0.01
2020,4,30,15,1.45,14.23,25.24,86.23,-5.22,5.71,296.7,0.01
2020,4,30,16,0.68,12.83,27.67,86.28,-5.17,5.52,300.1,0.02
2020,4,30,17,0.15,10.82,33.0,86.35,-4.66,4.86,301.9,0.06
2020,4,30,18,0.03,7.56,46.34,86.43,-3.13,3.55,300.7,0.06
2020,4,30,19,0.0,4.77,60.28,86.52,-2.21,3.24,294.0,0.04
2020,4,30,20,0.0,3.81,65.4,86.59,-2.02,3.37,289.6,0.02
2020,4,30,21,0.0,2.89,70.02,86.64,-1.98,3.4,287.5,0.01
2020,4,30,22,0.0,1.97,74.81,86.69,-2.0,3.36,289.1,0.0
2020,4,30,23,0.0,1.45,76.5,86.78,-2.18,3.28,292.2,0.01
2020,5,1,0,0.0,1.26,77.2,86.85,-2.24,3.07,296.1,0.02
2020,5,1,1,0.0,0.75,79.71,86.9,-2.32,2.71,296.6,0.02
2020,5,1,2,0.0,0.0,83.28,86.94,-2.47,2.52,292.9,0.02
2020,5,1,3,0.0,-0.49,84.85,86.96,-2.75,2.51,288.6,0.02
2020,5,1,4,0.0,-0.35,83.18,86.96,-2.87,2.49,285.4,0.01
2020,5,1,5,0.1,2.43,72.05,86.97,-2.06,2.28,281.1,0.01
2020,5,1,6,0.5,5.5,54.05,86.97,-3.03,2.16,279.1,0.01
2020,5,1,7,1.45,8.44,36.49,86.98,-5.39,1.64,288.1,0.0
2020,5,1,8,2.75,9.91,31.33,86.98,-6.07,1.34,274.7,0.03
2020,5,1,9,3.92,11.29,27.63,86.96,-6.48,1.23,258.8,0.06
2020,5,1,10,4.93,12.54,24.77,86.94,-6.76,1.25,249.4,0.1
2020,5,1,11,5.45,13.57,23.05,86.9,-6.83,1.29,247.6,0.17
2020,5,1,12,5.03,14.3,22.32,86.86,-6.65,1.33,256.1,0.28
2020,5,1,13,4.05,14.65,22.31,86.84,-6.38,1.64,272.1,0.35
2020,5,1,14,2.7,14.55,22.87,86.81,-6.14,2.25,287.3,0.43
2020,5,1,15,1.5,13.98,24.08,86.81,-6.0,2.95,296.0,0.21
2020,5,1,16,0.68,12.89,26.23,86.82,-5.83,3.42,299.8,0.05
2020,5,1,17,0.15,11.05,33.75,86.86,-4.25,2.89,302.0,0.02
2020,5,1,18,0.03,6.55,58.68,86.92,-0.98,2.24,302.6,0.01
2020,5,1,19,0.0,3.67,66.36,86.99,-2.0,2.71,296.8,0.0
2020,5,1,20,0.0,3.23,65.05,87.03,-2.64,2.98,287.8,0.01
2020,5,1,21,0.0,2.02,70.9,87.04,-2.64,2.94,280.4,0.0
2020,5,1,22,0.0,1.15,75.25,87.04,-2.69,2.95,276.0,0.0
2020,5,1,23,0.0,0.56,77.87,87.03,-2.78,2.88,274.2,0.0
2020,5,2,0,0.0,0.22,79.36,87.03,-2.88,2.74,274.2,0.0
2020,5,2,1,0.0,-0.17,81.09,87.03,-2.98,2.57,276.3,0.0
2020,5,2,2,0.0,-0.68,82.4,87.03,-3.3,2.54,279.1,0.0
2020,5,2,3,0.0,-0.79,80.71,87.01,-3.7,2.53,279.8,0.0
2020,5,2,4,0.0,0.14,74.82,86.99,-3.69,2.47,278.4,0.0
2020,5,2,5,0.08,3.55,76.27,86.99,-0.28,1.72,275.7,0.0
2020,5,2,6,0.47,8.08,50.17,86.98,-1.74,0.91,261.2,0.0
2020,5,2,7,1.5,11.49,35.49,86.97,-3.19,1.1,151.8,0.0
2020,5,2,8,2.5,12.99,32.52,86.96,-3.03,1.83,140.6,0.0
2020,5,2,9,4.12,14.18,30.43,86.93,-2.88,2.38,135.7,0.01
2020,5,2,10,5.0,15.16,28.88,86.9,-2.76,2.8,133.6,0.03
2020,5,2,11,5.45,15.82,27.98,86.86,-2.62,3.13,131.9,0.08
2020,5,2,12,5.5,16.05,27.93,86.82,-2.42,3.39,131.6,0.14
2020,5,2,13,4.45,15.94,28.5,86.77,-2.25,3.56,134.2,0.1
2020,5,2,14,3.3,15.38,29.76,86.72,-2.15,3.56,141.2,0.06
2020,5,2,15,1.9,14.26,33.43,86.68,-1.58,3.12,152.3,0.1
2020,5,2,16,0.68,12.71,47.04,86.63,1.57,2.03,164.0,0.08
2020,5,2,17,0.15,11.2,58.07,86.58,3.19,1.88,172.3,0.02
2020,5,2,18,0.03,8.16,68.79,86.56,2.77,2.23,181.0,0.0
2020,5,2,19,0.0,5.56,75.71,86.57,1.63,2.69,194.9,0.0
2020,5,2,20,0.0,4.77,78.37,86.56,1.32,2.79,206.2,0.0
2020,5,2,21,0.0,3.91,82.86,86.52,1.29,2.69,208.8,0.0
2020,5,2,22,0.0,3.3,86.28,86.47,1.25,2.59,205.6,0.02
2020,5,2,23,0.0,2.86,89.14,86.42,1.25,2.73,199.5,0.1
2020,5,3,0,0.0,2.65,90.98,86.36,1.35,2.76,193.4,0.02
2020,5,3,1,0.0,2.66,91.41,86.29,1.43,2.71,188.1,0.09
2020,5,3,2,0.0,2.68,92.14,86.23,1.55,2.65,188.0,1.06
2020,5,3,3,0.0,3.53,90.55,86.18,2.15,2.46,199.5,1.46
2020,5,3,4,0.03,3.42,92.62,86.14,2.34,2.4,212.8,5.69
2020,5,3,5,0.08,5.2,85.47,86.13,2.97,2.99,220.5,18.97
2020,5,3,6,0.45,5.88,82.72,86.13,3.16,3.04,227.4,13.05
2020,5,3,7,1.2,6.24,76.23,86.16,2.33,3.65,241.5,12.19
2020,5,3,8,2.22,7.47,62.89,86.2,0.82,4.62,253.5,8.02
2020,5,3,9,3.7,9.64,46.83,86.23,-1.17,5.57,263.1,0.5
2020,5,3,10,4.45,12.39,35.56,86.25,-2.35,5.87,265.8,0.08
2020,5,3,11,3.58,14.01,30.53,86.27,-2.96,5.82,265.4,0.05
2020,5,3,12,4.03,14.42,28.74,86.32,-3.43,6.01,266.4,0.21
2020,5,3,13,3.17,13.8,28.81,86.39,-3.91,6.34,269.4,0.22
2020,5,3,14,2.35,12.53,30.47,86.46,-4.22,6.59,273.7,1.66
2020,5,3,15,1.42,11.12,32.62,86.51,-4.55,6.61,278.9,0.88
2020,5,3,16,0.43,9.72,34.8,86.55,-4.91,6.5,282.3,0.73
2020,5,3,17,0.1,8.11,37.92,86.59,-5.21,6.31,283.6,2.28
2020,5,3,18,0.03,6.13,43.91,86.65,-5.08,5.52,283.4,6.6
2020,5,3,19,0.0,4.4,51.06,86.72,-4.67,4.91,282.6,8.42
2020,5,3,20,0.0,3.24,57.44,86.79,-4.23,4.21,283.5,2.76
2020,5,3,21,0.0,2.63,58.89,86.85,-4.46,4.14,288.0,0.22
2020,5,3,22,0.0,2.2,58.61,86.89,-4.92,4.16,287.5,0.01
2020,5,3,23,0.0,1.7,59.75,86.91,-5.11,4.01,282.0,0.01
2020,5,4,0,0.0,1.01,62.79,86.92,-5.1,3.87,276.5,0.02
2020,5,4,1,0.0,0.14,67.09,86.91,-5.06,3.68,271.4,0.02
2020,5,4,2,0.0,-0.66,72.53,86.9,-4.92,3.36,262.1,0.03
2020,5,4,3,0.0,-1.11,77.27,86.89,-4.59,3.21,253.5,0.03
2020,5,4,4,0.0,-0.67,77.39,86.88,-4.11,3.4,251.8,0.04
2020,5,4,5,0.05,1.09,69.76,86.88,-3.69,4.07,253.6,0.23
2020,5,4,6,0.3,2.57,65.4,86.88,-3.2,4.23,258.1,0.84
2020,5,4,7,0.8,3.59,61.21,86.91,-3.13,4.81,272.5,1.68
2020,5,4,8,1.52,4.21,57.44,86.95,-3.38,5.41,283.2,1.91
2020,5,4,9,2.17,5.05,52.59,86.97,-3.73,5.74,287.6,1.47
2020,5,4,10,2.97,6.0,48.04,86.97,-4.03,6.11,290.1,1.68
2020,5,4,11,2.85,6.65,45.94,86.98,-4.04,6.56,293.4,1.89
2020,5,4,12,3.7,6.94,45.46,87.01,-3.92,6.88,297.3,2.18
2020,5,4,13,3.03,7.29,45.09,87.06,-3.72,7.0,300.6,2.13
2020,5,4,14,2.25,7.6,45.23,87.1,-3.41,6.93,304.7,1.57
2020,5,4,15,1.27,7.89,45.81,87.13,-2.99,6.65,310.4,1.0
2020,5,4,16,0.82,7.71,48.26,87.19,-2.51,6.08,317.5,0.63
2020,5,4,17,0.2,6.88,54.07,87.25,-1.74,4.89,323.9,0.44
2020,5,4,18,0.03,4.67,68.33,87.33,-0.67,3.07,325.9,0.37
2020,5,4,19,0.0,2.53,80.3,87.42,-0.53,2.81,319.9,0.41
2020,5,4,20,0.0,1.79,84.11,87.47,-0.62,2.8,312.0,0.36
2020,5,4,21,0.0,1.2,86.11,87.51,-0.87,2.82,303.1,0.18
2020,5,4,22,0.0,0.53,87.33,87.55,-1.32,2.8,297.2,0.42
2020,5,4,23,0.0,-0.33,88.82,87.59,-1.99,2.74,293.9,0.2
2020,5,5,0,0.0,-1.07,89.7,87.61,-2.65,2.63,290.9,0.08
2020,5,5,1,0.0,-2.06,92.26,87.64,-3.35,2.49,287.1,0.01
2020,5,5,2,0.0,-2.57,91.76,87.66,-3.93,2.57,280.5,0.01
2020,5,5,3,0.0,-2.73,89.56,87.68,-4.42,2.63,276.6,0.0
2020,5,5,4,0.03,-2.32,85.43,87.69,-4.58,2.58,274.5,0.0
2020,5,5,5,0.12,1.23,69.31,87.71,-3.68,2.38,272.2,0.0
2020,5,5,6,0.6,4.85,53.63,87.73,-3.69,1.32,266.5,0.0
2020,5,5,7,1.77,8.3,44.47,87.74,-3.09,0.22,174.8,0.0
2020,5,5,8,3.03,10.4,37.04,87.72,-3.59,0.34,121.8,0.0
2020,5,5,9,4.5,12.05,32.0,87.71,-4.06,0.72,122.6,0.0
2020,5,5,10,5.7,13.4,28.74,87.7,-4.27,1.11,127.7,0.01
2020,5,5,11,6.05,14.48,26.87,87.69,-4.25,1.42,129.3,0.01
2020,5,5,12,5.75,15.2,25.97,87.66,-4.08,1.72,127.7,0.03
2020,5,5,13,4.78,15.59,25.79,87.61,-3.84,2.07,127.5,0.06
2020,5,5,14,3.33,15.46,26.54,87.56,-3.58,2.39,128.2,0.09
2020,5,5,15,1.92,14.9,28.33,87.52,-3.2,2.67,130.7,0.11
2020,5,5,16,0.65,14.1,31.83,87.5,-2.38,2.86,131.3,0.07
2020,5,5,17,0.17,12.53,42.48,87.48,0.09,2.53,128.7,0.04
2020,5,5,18,0.03,9.18,60.07,87.48,1.85,2.24,133.4,0.01
2020,5,5,19,0.0,6.27,69.77,87.51,1.13,2.58,145.9,0.01
2020,5,5,20,0.0,5.23,72.8,87.53,0.74,2.73,163.8,0.0
2020,5,5,21,0.0,4.02,78.2,87.52,0.54,2.63,180.9,0.0
2020,5,5,22,0.0,3.09,81.46,87.5,0.2,2.68,193.8,0.0
2020,5,5,23,0.0,2.49,82.1,87.46,-0.25,2.62,202.9,0.0
2020,5,6,0,0.0,2.32,80.15,87.41,-0.73,2.57,210.2,0.0
2020,5,6,1,0.0,2.93,73.92,87.35,-1.25,2.44,218.0,0.0
2020,5,6,2,0.0,3.54,68.45,87.3,-1.68,2.13,227.5,0.0
2020,5,6,3,0.0,4.21,63.74,87.25,-2.01,1.67,235.0,0.0
2020,5,6,4,0.03,4.98,60.52,87.21,-1.98,0.92,225.0,0.0
2020,5,6,5,0.1,5.98,69.99,87.14,0.81,0.63,139.5,0.0
2020,5,6,6,0.45,7.99,55.6,87.08,-0.35,1.98,122.0,0.0
2020,5,6,7,1.3,10.13,46.74,87.02,-0.71,3.34,128.3,0.0
2020,5,6,8,2.33,12.07,39.79,86.98,-1.14,4.96,133.4,0.01
2020,5,6,9,3.4,13.63,36.0,86.96,-1.12,5.96,133.1,0.19
2020,5,6,10,4.15,14.4,34.07,86.93,-1.21,6.64,128.2,0.92
2020,5,6,11,3.9,14.23,35.38,86.9,-0.86,6.98,124.5,1.76
2020,5,6,12,3.28,13.35,39.91,86.9,0.02,6.78,122.0,2.93
2020,5,6,13,2.33,12.48,44.56,86.92,0.74,6.18,119.5,3.13
2020,5,6,14,1.75,11.79,48.33,86.91,1.25,5.45,120.6,3.72
2020,5,6,15,1.05,10.81,55.11,86.91,2.17,4.38,126.1,5.03
2020,5,6,16,0.57,9.45,65.65,86.92,3.34,2.72,137.2,6.4
2020,5,6,17,0.12,7.95,77.87,86.93,4.33,0.77,192.8,6.47
2020,5,6,18,0.03,6.43,88.74,86.94,4.7,1.74,288.4,5.37
2020,5,6,19,0.0,5.52,91.62,86.97,4.25,2.8,299.3,5.29
2020,5,6,20,0.0,4.98,92.95,87.02,3.93,3.14,303.2,6.43
2020,5,6,21,0.0,4.59,93.77,87.07,3.67,3.26,306.0,5.29
2020,5,6,22,0.0,4.35,94.07,87.11,3.46,3.36,309.1,3.45
2020,5,6,23,0.0,4.1,93.91,87.15,3.18,2.84,323.3,2.64
2020,5,7,0,0.0,3.74,94.82,87.21,2.97,2.26,350.1,2.76
2020,5,7,1,0.0,3.94,94.6,87.28,3.13,2.2,352.9,3.06
2020,5,7,2,0.0,4.18,94.45,87.35,3.36,2.32,351.6,3.81
2020,5,7,3,0.0,4.09,95.8,87.41,3.47,2.1,351.5,4.49
2020,5,7,4,0.0,3.97,96.5,87.47,3.44,2.02,342.5,4.29
2020,5,7,5,0.08,4.83,93.99,87.52,3.94,1.96,329.2,3.2
2020,5,7,6,0.38,6.33,88.54,87.57,4.58,2.16,321.6,1.87
2020,5,7,7,1.05,8.25,83.57,87.62,5.55,1.71,323.8,2.13
2020,5,7,8,2.08,9.94,71.51,87.68,4.98,0.78,79.7,3.68
2020,5,7,9,3.28,10.65,65.5,87.72,4.44,2.1,121.6,4.61
2020,5,7,10,3.4,11.06,62.6,87.75,4.18,2.87,128.9,5.98
2020,5,7,11,2.85,10.91,62.29,87.79,3.98,3.46,130.3,7.66
2020,5,7,12,2.75,10.39,65.06,87.82,4.13,3.73,131.6,8.09
2020,5,7,13,2.03,10.05,67.81,87.82,4.39,3.6,133.5,7.11
2020,5,7,14,1.52,9.83,69.61,87.8,4.57,3.28,135.5,7.84
2020,5,7,15,0.68,9.3,73.54,87.77,4.83,2.68,137.4,11.38
2020,5,7,16,0.4,8.51,79.2,87.75,5.12,1.82,146.7,17.97
2020,5,7,17,0.1,7.39,86.28,87.74,5.23,1.11,177.9,22.15
2020,5,7,18,0.03,5.86,95.27,87.75,5.13,0.79,223.5,21.73
2020,5,7,19,0.0,4.69,97.01,87.79,4.23,0.93,240.9,19.13
2020,5,7,20,0.0,4.08,96.65,87.82,3.56,1.19,260.8,13.89
2020,5,7,21,0.0,3.61,95.14,87.83,2.89,1.65,275.2,8.13
2020,5,7,22,0.0,3.4,94.41,87.84,2.57,1.82,290.6,4.74
2020,5,7,23,0.0,3.41,94.34,87.84,2.56,1.99,308.3,4.47
2020,5,8,0,0.0,3.55,95.37,87.84,2.83,2.13,320.3,5.95
2020,5,8,1,0.0,3.77,96.54,87.85,3.24,2.29,332.8,7.6
2020,5,8,2,0.0,3.97,96.77,87.87,3.49,3.01,339.6,9.04
2020,5,8,3,0.0,3.75,96.73,87.89,3.27,3.91,341.8,8.85
2020,5,8,4,0.0,3.34,96.0,87.94,2.75,4.34,339.5,6.02
2020,5,8,5,0.05,3.22,92.3,87.97,2.08,4.7,335.6,2.58
2020,5,8,6,0.28,4.33,83.35,88.0,1.77,4.96,334.8,1.21
2020,5,8,7,0.75,6.26,71.56,88.03,1.53,5.64,342.1,1.54
2020,5,8,8,0.98,7.88,63.0,88.05,1.3,6.1,349.5,2.2
2020,5,8,9,1.38,8.97,57.54,88.07,1.05,6.3,353.4,3.16
2020,5,8,10,1.83,10.01,52.86,88.1,0.85,6.47,356.5,3.74
2020,5,8,11,2.85,10.46,49.97,88.12,0.5,6.59,359.8,3.46
2020,5,8,12,2.78,10.57,48.08,88.15,0.06,6.52,4.1,2.62
2020,5,8,13,2.4,10.44,46.5,88.17,-0.52,6.06,8.2,1.41
2020,5,8,14,2.25,10.4,44.16,88.17,-1.27,5.42,10.9,0.63
2020,5,8,15,1.4,10.15,42.28,88.15,-2.04,4.86,13.6,0.39
2020,5,8,16,0.55,9.54,42.27,88.14,-2.6,4.32,17.6,0.26
2020,5,8,17,0.15,8.44,44.76,88.14,-2.84,3.59,24.9,0.14
2020,5,8,18,0.03,5.26,65.56,88.16,-0.69,1.97,39.0,0.08
2020,5,8,19,0.0,2.11,77.14,88.2,-1.43,2.15,55.8,0.06
2020,5,8,20,0.0,2.41,68.92,88.22,-2.66,1.6,73.3,0.05
2020,5,8,21,0.0,3.04,60.9,88.24,-3.66,0.79,128.3,0.03
2020,5,8,22,0.0,2.0,63.98,88.25,-3.97,1.26,200.0,0.01
2020,5,8,23,0.0,0.44,70.91,88.25,-4.09,1.88,217.7,0.0
2020,5,9,0,0.0,-0.99,78.71,88.25,-4.21,2.35,228.4,0.0
2020,5,9,1,0.0,-1.79,83.04,88.23,-4.38,2.56,237.1,0.0
2020,5,9,2,0.0,-2.31,86.13,88.19,-4.47,2.44,246.1,0.0
2020,5,9,3,0.0,-2.42,86.32,88.15,-4.55,2.52,254.1,0.0
2020,5,9,4,0.03,-1.73,84.65,88.12,-4.08,2.55,262.3,0.0
2020,5,9,5,0.1,2.45,69.59,88.1,-2.48,2.29,272.7,0.0
2020,5,9,6,0.5,6.11,50.68,88.09,-3.28,1.85,299.7,0.02
2020,5,9,7,1.48,8.7,40.82,88.09,-3.78,2.17,357.4,0.15
2020,5,9,8,2.2,9.92,38.64,88.09,-3.42,2.98,11.2,0.44
2020,5,9,9,3.0,10.45,38.97,88.1,-2.86,3.49,15.6,0.98
2020,5,9,10,3.65,10.63,40.49,88.12,-2.18,3.92,18.6,1.83
2020,5,9,11,4.07,10.35,43.51,88.14,-1.49,4.37,24.3,2.64
2020,5,9,12,3.92,9.81,46.98,88.16,-0.94,4.76,31.0,3.23
2020,5,9,13,2.83,9.21,49.77,88.17,-0.71,4.98,37.3,3.64
2020,5,9,14,1.73,8.66,50.78,88.18,-0.93,4.99,41.9,3.23
2020,5,9,15,0.95,8.12,49.55,88.19,-1.8,4.74,45.0,2.59
2020,5,9,16,0.43,7.41,47.63,88.19,-2.95,4.25,48.1,1.76
2020,5,9,17,0.1,6.49,49.0,88.21,-3.41,3.38,53.5,1.03
2020,5,9,18,0.03,4.9,60.93,88.24,-2.02,2.19,62.5,0.7
2020,5,9,19,0.0,3.31,69.44,88.29,-1.75,2.3,73.3,0.7
2020,5,9,20,0.0,2.46,73.2,88.31,-1.81,2.39,82.5,0.8
2020,5,9,21,0.0,1.5,79.87,88.33,-1.56,2.04,89.2,1.07
2020,5,9,22,0.0,0.74,85.47,88.34,-1.4,1.84,96.2,1.09
2020,5,9,23,0.0,0.26,88.73,88.35,-1.36,1.75,105.2,1.46
2020,5,10,0,0.0,-0.11,90.78,88.35,-1.42,1.75,116.1,1.86
2020,5,10,1,0.0,-0.49,93.18,88.34,-1.51,1.65,120.9,2.41
2020,5,10,2,0.0,-0.86,94.83,88.33,-1.69,1.59,119.8,2.53
2020,5,10,3,0.0,-1.16,95.66,88.31,-1.88,1.62,118.3,2.55
2020,5,10,4,0.03,-1.17,94.96,88.29,-2.0,1.98,116.4,2.84
2020,5,10,5,0.08,-0.6,91.3,88.28,-1.87,2.57,116.9,3.26
2020,5,10,6,0.35,0.43,83.32,88.28,-2.04,3.88,116.8,3.02
2020,5,10,7,0.88,1.12,76.07,88.29,-2.56,4.71,117.6,3.73
2020,5,10,8,1.85,1.57,70.76,88.28,-3.1,4.75,116.9,4.06
2020,5,10,9,3.3,2.1,65.13,88.27,-3.68,4.66,115.3,3.62
2020,5,10,10,3.45,2.71,60.64,88.25,-4.03,4.6,113.3,3.51
2020,5,10,11,4.07,3.23,57.88,88.24,-4.15,4.61,111.8,3.45
2020,5,10,12,3.4,3.56,56.0,88.22,-4.27,4.62,111.7,3.42
2020,5,10,13,2.8,3.74,55.27,88.19,-4.25,4.59,112.7,2.6
2020,5,10,14,2.15,3.88,55.06,88.15,-4.18,4.55,113.2,2.03
2020,5,10,15,1.42,3.63,56.54,88.1,-4.08,4.45,112.5,1.95
2020,5,10,16,0.47,3.17,59.3,88.06,-3.89,4.27,111.7,1.21
2020,5,10,17,0.12,2.53,63.18,88.02,-3.68,3.95,111.2,0.62
2020,5,10,18,0.03,1.49,71.15,88.01,-3.12,2.77,111.6,0.44
2020,5,10,19,0.0,-0.34,84.12,88.02,-2.68,2.02,113.9,0.41
2020,5,10,20,0.0,-0.74,85.47,88.02,-2.9,2.13,119.8,0.38
2020,5,10,21,0.0,-1.15,86.63,87.99,-3.16,2.07,127.1,0.22
2020,5,10,22,0.0,-1.67,86.73,87.96,-3.72,2.22,130.8,0.18
2020,5,10,23,0.0,-2.33,87.7,87.93,-4.28,2.28,134.8,0.1
2020,5,11,0,0.0,-2.74,86.96,87.89,-4.82,2.43,139.3,0.05
2020,5,11,1,0.0,-3.42,88.68,87.85,-5.29,2.29,141.0,0.03
2020,5,11,2,0.0,-3.75,87.36,87.8,-5.8,2.37,140.1,0.02
2020,5,11,3,0.0,-4.11,87.11,87.76,-6.21,2.33,141.3,0.03
2020,5,11,4,0.03,-3.72,83.94,87.74,-6.26,2.33,144.6,0.03
2020,5,11,5,0.08,-1.65,70.52,87.71,-6.25,2.99,144.8,0.04
2020,5,11,6,0.43,1.04,55.95,87.67,-6.49,3.87,132.3,0.07
2020,5,11,7,0.93,2.78,48.25,87.64,-6.76,4.74,129.3,0.14
2020,5,11,8,1.9,3.7,45.37,87.6,-6.75,4.78,128.3,0.2
2020,5,11,9,2.62,4.65,42.57,87.54,-6.7,4.77,126.7,0.3
2020,5,11,10,3.53,5.5,41.03,87.47,-6.42,4.72,125.2,0.45
2020,5,11,11,3.88,6.53,39.04,87.41,-6.16,4.59,124.3,0.34
2020,5,11,12,3.4,7.24,37.71,87.35,-5.99,4.47,123.7,0.31
2020,5,11,13,2.75,7.71,36.62,87.28,-5.94,4.39,124.5,0.17
2020,5,11,14,2.0,7.83,36.15,87.2,-6.01,4.44,125.2,0.13
2020,5,11,15,1.2,7.51,36.78,87.12,-6.09,4.49,125.6,0.12
2020,5,11,16,0.52,6.67,38.79,87.05,-6.15,4.5,126.1,0.08
2020,5,11,17,0.15,5.62,41.84,87.0,-6.08,4.41,126.9,0.03
2020,5,11,18,0.03,3.81,50.26,86.98,-5.39,3.37,126.6,0.01
2020,5,11,19,0.0,1.27,62.91,86.97,-4.88,2.93,127.1,0.01
2020,5,11,20,0.0,0.47,65.31,86.95,-5.1,3.09,132.4,0.02
2020,5,11,21,0.0,-0.19,67.93,86.91,-5.22,3.03,138.6,0.02
2020,5,11,22,0.0,-0.93,71.92,86.86,-5.27,2.79,145.1,0.01
2020,5,11,23,0.0,-1.68,76.23,86.8,-5.32,2.55,151.7,0.0
2020,5,12,0,0.0,-2.44,80.62,86.73,-5.42,2.35,158.2,0.0
2020,5,12,1,0.0,-2.88,82.16,86.68,-5.63,2.48,166.0,0.0
2020,5,12,2,0.0,-3.08,82.34,86.64,-5.82,2.67,173.1,0.0
2020,5,12,3,0.0,-3.33,83.46,86.6,-5.93,2.57,177.3,0.0
2020,5,12,4,0.03,-2.86,81.32,86.54,-5.75,2.41,175.9,0.0
2020,5,12,5,0.08,0.11,64.44,86.5,-5.58,3.07,166.6,0.0
2020,5,12,6,0.32,2.87,51.92,86.47,-5.8,3.95,149.1,0.0
2020,5,12,7,0.88,4.66,44.29,86.45,-6.23,5.19,139.8,0.01
2020,5,12,8,1.8,5.5,41.91,86.42,-6.18,5.48,135.4,0.11
2020,5,12,9,2.2,5.99,41.82,86.38,-5.8,5.41,131.7,0.31
2020,5,12,10,2.6,6.42,42.3,86.33,-5.28,5.23,128.6,0.52
2020,5,12,11,3.28,6.78,43.35,86.3,-4.65,4.98,125.4,0.72
2020,5,12,12,3.42,7.11,44.01,86.28,-4.19,4.7,122.3,0.67
2020,5,12,13,2.7,7.27,44.33,86.25,-3.95,4.42,117.8,0.54
2020,5,12,14,2.08,7.29,44.25,86.2,-3.96,4.21,113.5,0.46
2020,5,12,15,1.3,7.13,44.58,86.16,-4.02,4.09,109.6,0.48
2020,5,12,16,0.82,6.62,46.16,86.15,-4.0,4.01,106.4,0.5
